Date,Post ID,Network,Post Type,Content Type,Profile,Link,Post,Linked Content,Impressions,Engagements,Engagement Rate (per Impression),Organic Impressions,Potential Reach,Reactions,Likes,Comments,Shares,Post Link Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Video Views
5/10/2022 10:01 AM,1523936129443115011,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1523936129443115011,"Univariate analysis is the exploration of individual variables or features in a data set, i.e., we only consider one variable at a time. 

Stay tuned for the explanation of multivariate analysis. 

#ExploreDataScience #DataAnalytics #DataScience #Data #Insights #TechSkills #4IR https://t.co/xvDQzFCCLj","https://twitter.com/exp_datascience/status/1523936129443115011/photo/1, https://twitter.com/exp_datascience/status/1523936129443115011/photo/1, https://twitter.com/exp_datascience/status/1523936129443115011/photo/1",373,35,9.38%,373,"5,833",6,6,0,2,,27,27,0,
5/11/2022 10:01 AM,1524298519179313158,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1524298519179313158,"With multivariate analysis, we explore the relationship between different variables or features of our data set.

#ExploreDataScience #DataAnalytics #DataScience #Data #Insights #TechSkills #UpSkill #Elearning #4IR https://t.co/RqUG70A8zg","https://twitter.com/exp_datascience/status/1524298519179313158/photo/1, https://twitter.com/exp_datascience/status/1524298519179313158/photo/1, https://twitter.com/exp_datascience/status/1524298519179313158/photo/1",369,22,5.96%,369,"5,844",4,4,0,4,,14,14,0,
5/11/2022 1:56 PM,1524357654520508416,Twitter,Tweet,Link,@explore_ai_acad,https://twitter.com/exp_datascience/status/1524357654520508416,"Think you have what it takes? Our courses change lives. But they're not for the faint of heart; hard work trumps talent every single time. Take a look and consider applying - but only if you have what it takes.

https://t.co/JtY1SUcTqI

#ExploreDataScience #DataScience #UpSkill",https://www.youtube.com/watch?v=1xrIkBmeJK0,196,18,9.18%,196,"1,317",1,1,0,0,8,9,17,0,
5/12/2022 10:00 AM,1524660894407532544,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1524660894407532544,"Still wondering which course you should apply for? 
Here is all the information to help you decide. 

#ExploreDataScience #DataScience #DataEngineering #EnrolNow #UpSkill #TechSkills #NewCareer #Elearning #4IR https://t.co/hCIBvPEnbo","https://twitter.com/exp_datascience/status/1524660894407532544/photo/1, https://twitter.com/exp_datascience/status/1524660894407532544/photo/1",338,56,16.57%,338,"4,202",6,6,0,6,,44,44,0,
5/13/2022 10:06 AM,1525024785939439617,Twitter,Tweet,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1525024785939439617,"What skills do you need for machine learning?

Share your thoughts!

#ExploreDataScience #MachineLearning #DataScience #TechSkills #UpSkill #Careers #4IR",,214,22,10.28%,214,"1,320",0,0,1,0,,4,4,17,
5/16/2022 10:00 AM,1526110435157614595,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1526110435157614595,"The final steps in the data science process include building and deploying the model.  A model will rarely give us the results we seek on the first try. So we train, test, and repeat until we've found a suitable model before deployment.

#ExploreDataScience #DataScience #4IR https://t.co/bIbH8lCwI6",https://twitter.com/exp_datascience/status/1526110435157614595/photo/1,242,16,6.61%,242,"1,710",5,5,0,1,,10,10,0,
5/17/2022 10:00 AM,1526472838647099394,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1526472838647099394,"Wondering about all the hubbub called machine learning?
Machine learning is the study of software that learns from experience, gradually improving its results, almost like humans do!

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #UpSkill https://t.co/aa6Xj1mZPn",https://twitter.com/exp_datascience/status/1526472838647099394/photo/1,319,21,6.58%,319,"4,073",6,6,0,1,,14,14,0,
5/18/2022 10:01 AM,1526835255495127040,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1526835255495127040,"Each machine learning paradigm has advantages and disadvantages - we choose a paradigm based on the type of data we're dealing with.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #UpSkill #Elearning #4IR https://t.co/De0yotDhpI",https://twitter.com/exp_datascience/status/1526835255495127040/photo/1,255,13,5.10%,255,"1,323",4,4,0,0,,9,9,0,
5/19/2022 10:00 AM,1527197608053293057,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1527197608053293057,"What skills and tools do you need to be a data scientist? 
Comment and let us know if you can think of any other. 

#ExploreDataScience #DataScience #Skills #UpSkill #TechSkills #Tools #Mathematics #Programming #Statistics #ProblemSolving #4IR https://t.co/6p2DqTZKw0",https://twitter.com/exp_datascience/status/1527197608053293057/photo/1,276,28,10.14%,276,"4,666",5,5,0,2,,21,21,0,
5/20/2022 10:01 AM,1527560030379180033,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1527560030379180033,"You still have time! ⏳
Don't miss out on enrolling in one of our life-changing courses. 

#ExploreDataScience #DataScience #DataEngineering #UpSkill #TechSkills #EnrollNow #4IR https://t.co/PxYex7Slwn",https://twitter.com/exp_datascience/status/1527560030379180033/photo/1,269,33,12.27%,269,"6,138",5,5,0,2,,26,26,0,
5/23/2022 6:51 PM,1528780560725843968,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1528780560725843968,"Various companies form partnerships with EXPLORE for learning and development (L&amp;D) programmes to upskill employees and advance their careers. 

@LombardInsuran2
@DiDataMEA
@WOOLWORTHS_SA Financial Services
@TelkomZA 
FirstRand Group 

#ExploreDataScience #Upskill #TechSkills https://t.co/eecGAROqiY",https://twitter.com/exp_datascience/status/1528780560725843968/photo/1,261,34,13.03%,261,"1,730",8,8,0,1,,25,25,0,
5/24/2022 10:17 AM,1529013814418714625,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1529013814418714625,"Classical machine learning is most likely all we need to find a solution when we have simple data with clear features. This is a great place to start if you're new to the field.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #MachineLearning #ML #UpSkill #4IR https://t.co/Gb5A5VmcU6",https://twitter.com/exp_datascience/status/1529013814418714625/photo/1,310,24,7.74%,310,"20,561",3,3,0,4,,17,17,0,
5/25/2022 2:30 PM,1529439656949035010,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1529439656949035010,"Here is an easy way to remember that Machine Learning (ML) is a subset of Artificial Intelligence (AI), and Deep Learning (DL) is a subset of Machine Learning.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #DeepLearning #UpSkill  #4IR https://t.co/qFhesQMp93",https://twitter.com/exp_datascience/status/1529439656949035010/photo/1,652,46,7.06%,652,"32,126",16,16,0,11,,19,19,0,
5/26/2022 2:07 PM,1529796243311976450,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1529796243311976450,"It is vital to split a dataset so that your model can make the most of it.  Learn more about the training, validating and testing sets. 

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning #4IR https://t.co/KyO344QwoC",https://twitter.com/exp_datascience/status/1529796243311976450/photo/1,214,12,5.61%,214,"1,738",4,4,0,1,,7,7,0,
5/27/2022 1:47 PM,1530153598709014533,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1530153598709014533,"Cross-validation is a technique to evaluate the validity of your model. The validation set also aids us in tuning the hyperparameters of a model for best performance. 

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning https://t.co/YPzkI7E1Ru",https://twitter.com/exp_datascience/status/1530153598709014533/photo/1,179,5,2.79%,179,"1,329",1,1,0,0,,4,4,0,
5/30/2022 3:08 PM,1531261150507278336,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1531261150507278336,"The performance of a model is directly related to how well we can capture the relationship between the input and output variables. It is essential to know how the model fits your data to improve it for the better.

#ExploreDataScience #DataAnalytics #DataScience #MachineLearning https://t.co/Ig1H46kfvB",https://twitter.com/exp_datascience/status/1531261150507278336/photo/1,200,20,10%,200,"6,992",6,6,0,3,,11,11,0,
5/31/2022 8:25 PM,1531703312181248000,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1531703312181248000,"Machine Learning (ML) and all of its subsets and paradigms are increasingly becoming part of our daily lives.

Tell us how ML has influenced your life recently.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #UpSkill #Elearning #4IR https://t.co/7nIvJwMXNi",https://twitter.com/exp_datascience/status/1531703312181248000/photo/1,188,19,10.11%,188,"1,335",3,3,0,0,,16,16,0,
6/1/2022 9:19 PM,1532079287448309763,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1532079287448309763,"Machine learning is not just about programming. Mathematics and statistics play a vital role in how we choose and build models.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #UpSkill #Elearning #4IR https://t.co/CS5FwSiCMA",https://twitter.com/exp_datascience/status/1532079287448309763/photo/1,307,42,13.68%,307,"20,402",7,7,0,6,,29,29,0,
6/2/2022 7:35 PM,1532415508112363523,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1532415508112363523,"We can use regression to explain the relationship between two or more variables and predict the values of one variable based on other variables.

Remember, you can solve many complex problems by regression!

#ExploreDataScience #DataAnalytics #DataScience #ML #Regression #UpSkill https://t.co/gFTkcpv6No",https://twitter.com/exp_datascience/status/1532415508112363523/photo/1,272,29,10.66%,272,"5,023",4,4,0,2,,23,23,0,
6/3/2022 1:47 PM,1532690313374060544,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1532690313374060544,"What skills and tools do you need to be a data analyst? Comment and let us know if you can think of any other.

#ExploreDataScience #DataAnalyst #Skills #UpSkill #TechSkills #Tools #Mathematics #Programming #Statistics #ProblemSolving #4IR https://t.co/OBK7jrM6qt",https://twitter.com/exp_datascience/status/1532690313374060544/photo/1,435,47,10.80%,435,"7,262",7,7,1,5,,34,34,0,
6/6/2022 10:50 AM,1533732933525200902,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1533732933525200902,"You want to study Data Engineering, but you have a busy schedule and can't do it full-time. Worry not! We're now offering a Part-Time Data Engineering course, with start date 11 July 2022! 👨‍💻 

Enrol now - https://t.co/W2ix4SjHvk https://t.co/7LJbdBxgFI","https://bit.ly/3x89Qqu, https://twitter.com/exp_datascience/status/1533732933525200902/photo/1",226,16,7.08%,226,"1,341",5,5,0,0,5,6,11,0,
6/7/2022 12:02 PM,1534113440163368961,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1534113440163368961,"There's less than one week left to apply! ⌛ 
What are you waiting for? 

Enrol now - https://t.co/f2d4DaW8FW.

#ExploreDataScience #DataScience #DataEngineering #DataAnalytics #Upskill #TechSkills #Elearning #TechCareers #EnrolNow https://t.co/N2ySHHcI56","https://bit.ly/3sZYiDh, https://twitter.com/exp_datascience/status/1534113440163368961/photo/1",190,21,11.05%,190,"2,591",1,1,0,2,9,9,18,0,
6/7/2022 8:29 PM,1534241032434597888,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1534241032434597888,"We can choose the most appropriate regression model based on the types of variables and relationships. EDA (Exploratory Data Analysis) should give us all the information to make this decision.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering  #MachineLearning https://t.co/alwdrrmzBT",https://twitter.com/exp_datascience/status/1534241032434597888/photo/1,322,24,7.45%,322,"8,190",7,7,0,3,,14,14,0,
6/8/2022 6:41 PM,1534576240857911300,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1534576240857911300,"Simple linear regression can easily be implemented in Python using Sklearn or statsmodels libraries. Other valuable libraries include NumPy, pandas, and matplotlib.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #Regression #UpSkill #4IR https://t.co/22jZ8WN4fm",https://twitter.com/exp_datascience/status/1534576240857911300/photo/1,409,16,3.91%,409,"12,584",7,7,0,1,,8,8,0,
6/9/2022 4:27 PM,1534904910239629314,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1534904910239629314,"How do you know if your regression model is any good? We use statistics!

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #Regression #UpSkill #Elearning #4IR https://t.co/uUgUqQsAJ0","https://twitter.com/exp_datascience/status/1534904910239629314/photo/1, https://twitter.com/exp_datascience/status/1534904910239629314/photo/1",370,29,7.84%,370,"8,745",6,6,0,3,,20,20,0,
6/10/2022 12:13 PM,1535203380200722432,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1535203380200722432,"Did you know that you can take your regression EDA one step further with the Python statsmodels library? Statsmodels has a simple summary function that provides many metrics, including a coefficients table.

Read more here: https://t.co/kssjvQUy7H

#EXPLOREDataScience #EDA https://t.co/H8BOmq4cBG","https://bit.ly/3wZ2ILE, https://twitter.com/exp_datascience/status/1535203380200722432/photo/1, https://twitter.com/exp_datascience/status/1535203380200722432/photo/1, https://twitter.com/exp_datascience/status/1535203380200722432/photo/1, https://twitter.com/exp_datascience/status/1535203380200722432/photo/1",297,46,15.49%,297,"2,617",7,7,0,2,4,33,37,0,
6/13/2022 2:57 PM,1536331809172205569,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1536331809172205569,"Meet the EXPLORERs 👩‍🚀 
Zintle is one of our head data science teachers. Do you have any questions for her?

Let us know in the comments 💬 

#EXPLOREDataScience #EXPLOREteam #Teacher #DataScience #TechTeacher https://t.co/PMtt16nHfM",https://twitter.com/exp_datascience/status/1536331809172205569/photo/1,461,80,17.35%,461,"3,961",17,17,2,2,,59,59,0,
6/14/2022 2:17 PM,1536684130125205504,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1536684130125205504,"How do careers in data relate to the data science process? 💻 

Our courses will equip you with the right skills to follow these career paths. 
Enrol now - https://t.co/f2d4DaW8FW.

#EXPLOREDataScience #DataScientist #DataEngineer #DataAnalyst #MachineLearningEngineer #TechCareer https://t.co/qn1IavVOZu","https://bit.ly/3sZYiDh, https://twitter.com/exp_datascience/status/1536684130125205504/photo/1",307,28,9.12%,307,"1,746",5,5,0,1,4,18,22,0,
6/15/2022 11:37 AM,1537006475050106881,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1537006475050106881,"@MissKki There are a few online courses, they may not provide the structure we do but they are a good starting point. Google digital skills for Africa is one, they offer courses in coding, machine learning, and cloud computing. You can also look at Deviare and the courses they offer.",,50,5,10%,50,,1,1,1,0,,3,3,0,
6/15/2022 1:19 PM,1537031922081202178,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1537031922081202178,"Classification problems are a subset of machine learning problems where we attempt to categorise data into specific classes. 

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning #4IR https://t.co/vsWLpjsBZL",https://twitter.com/exp_datascience/status/1537031922081202178/photo/1,316,26,8.23%,316,"1,361",8,8,0,0,,18,18,0,
6/16/2022 2:05 PM,1537405888876752906,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1537405888876752906,"Binary classification deals with data that can fall into one of two categories, whereas multi-class classification deals with data that can fit into one of the multiple categories available.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning https://t.co/JPqRhJwRW9",https://twitter.com/exp_datascience/status/1537405888876752906/photo/1,244,12,4.92%,244,"1,772",5,5,0,1,,6,6,0,
6/17/2022 3:45 PM,1537793447091912706,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1537793447091912706,"What skills and tools do you need to be a data engineer? Comment and let us know if you can think of any other.

#ExploreDataScience #DataEngineer #Skills #UpSkill #TechSkills #Tools #Mathematics #Programming #Statistics #ProblemSolving #4IR https://t.co/TTsGsHiHXZ",https://twitter.com/exp_datascience/status/1537793447091912706/photo/1,360,44,12.22%,360,"7,058",10,10,0,3,,31,31,0,
6/20/2022 3:12 PM,1538872298391932935,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1538872298391932935,"There exist multiple classification models to address categorisation in machine learning. These are some of the basic models that you should learn to get a good grasp of classification models.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning https://t.co/3iznjxN4Mp",https://twitter.com/exp_datascience/status/1538872298391932935/photo/1,396,20,5.05%,396,"8,856",6,6,0,2,,12,12,0,
6/21/2022 4:25 PM,1539253060807102464,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1539253060807102464,"It is important to always test your models. This will confirm that you have the best possible model and that it is accurately describing the underlying dataset.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning #4IR https://t.co/p3sxDuStr9",https://twitter.com/exp_datascience/status/1539253060807102464/photo/1,328,18,5.49%,328,"7,343",5,5,0,2,,11,11,0,
6/22/2022 1:18 PM,1539568385817731073,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1539568385817731073,"What statistical metrics can we use to test the performance of your classification model? 

#EXPLOREDataScience #DataScience #MachineLearning #Classification #Statistics #TechSkills #Upskill #Elearning #4IR #AI https://t.co/jKo1tZmUhm",https://twitter.com/exp_datascience/status/1539568385817731073/photo/1,519,42,8.09%,519,"11,948",14,14,1,4,,23,23,0,
6/23/2022 11:57 AM,1539910389089058817,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1539910389089058817,"Meet the EXPLORERs 👩‍🚀
Raisa is one of our data science course facilitators. Do you have any questions for her?

Let us know in the comments 💬

#EXPLOREDataScience #EXPLOREteam #DataScience #Teacher #TechTeacher #CourseFacilitator https://t.co/5ov2yTZdy6",https://twitter.com/exp_datascience/status/1539910389089058817/photo/1,712,49,6.88%,712,"1,812",7,7,1,0,,41,41,0,
6/24/2022 10:44 AM,1540254512295862273,Twitter,Tweet,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1540254512295862273,"What's your favourite way of learning new skills that help you at work or in building your portfolio?

If your method is not listed, leave your answer in the comments. 

#TechSkills #Upskill #Elearning",,209,24,11.48%,209,"1,365",1,1,0,0,,5,5,18,
6/24/2022 2:32 PM,1540311953284931584,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1540311953284931584,"@abigaelkinini 1. I do not have any interns at the moment, since I've just started at EXPLORE. Looking forward to taking on some in the future.",,21,2,9.52%,21,,1,1,0,0,,1,1,0,
6/24/2022 2:33 PM,1540312221623980032,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1540312221623980032,"@abigaelkinini 2. Yes, practice is very important. Keeping the coding muscle active is imperative! Because the field is so dynamic, it is also important to keep up to date with the latest methods.",,19,3,15.79%,19,,1,1,0,0,,2,2,0,
6/24/2022 2:50 PM,1540316401591898113,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1540316401591898113,"@abigaelkinini 3. I had no idea what my career would look like in undergrad! I pursued Mathematics and Statistics because I thought they were interesting topics, and found data science in postgrad.",,27,4,14.81%,27,,1,1,0,0,,3,3,0,
6/27/2022 3:11 PM,1541408762216456192,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1541408762216456192,"What skills and tools do you need to be a machine learning engineer? Comment and let us know if you can think of any other.

#ExploreDataScience #DataScientist #MachineLearningEngineer #Skills #UpSkill #TechSkills #Tools #Mathematics #Programming #Statistics #ProblemSolving #4IR https://t.co/VwMV9wyiAL",https://twitter.com/exp_datascience/status/1541408762216456192/photo/1,437,44,10.07%,437,"7,201",14,14,0,3,,27,27,0,
6/28/2022 10:28 AM,1541699929273507840,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1541699929273507840,"Classification problems can be found in almost all spheres of life. Here are a few examples of how classification can be used.

#ExploreDataScience #DataAnalytics #DataScience #DataEngineering #ML #MachineLearning #AI #UpSkill #Elearning #4IR https://t.co/jqODYEsHZv",https://twitter.com/exp_datascience/status/1541699929273507840/photo/1,298,21,7.05%,298,"1,767",5,5,0,1,,15,15,0,
6/29/2022 4:13 PM,1542149140125257728,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1542149140125257728,"Online communities can help you navigate the world of data science through forums and collaboration. Participating in some challenges can help you build a repository of experience to show to your potential employers.

#ExploreDataScience #DataAnalytics #DataScience #Kaggle #Zindi https://t.co/quRMEHlmOg",https://twitter.com/exp_datascience/status/1542149140125257728/photo/1,958,30,3.13%,958,"1,772",7,7,0,1,,22,22,0,
6/30/2022 2:09 PM,1542480321811185665,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1542480321811185665,"You can explore the open-source projects using the following links:

1. Coronavirus Tweets NLP - Text Classification: https://t.co/Ec1rGMfGhE
2. Source-Based Fake News Classification: https://t.co/VbVvWp2PSZ
3. Spam Text Message Classification: https://t.co/zvEFGmuiJb

#Kaggle https://t.co/vMmUpxyGcQ","https://bit.ly/3M1Dsd4, https://bit.ly/3wY61nu, https://bit.ly/3NMg6d1, https://twitter.com/exp_datascience/status/1542480321811185665/photo/1",244,9,3.69%,244,"1,778",3,3,0,1,1,4,5,0,
7/1/2022 12:14 PM,1542813768878620674,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1542813768878620674,"Do you know what the answer is? 
Comment to let us know 💬 

#EXPLOREDataScience #ProblemSolving #SolveTheProblem https://t.co/ONqd3dbnQ9",https://twitter.com/exp_datascience/status/1542813768878620674/photo/1,705,64,9.08%,705,"2,245",2,2,5,1,,56,56,0,
7/4/2022 3:00 PM,1543942905290788865,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1543942905290788865,"Our students are starting their final chapter of learning this week, unsupervised learning. These algorithms find patterns or groups in data without the supervision of humans. Think Netflix

#EXPLOREDataScience #DataScience #MachineLearning #TechSkills #Elearning #4IR #Netlfix https://t.co/gMsCcPJvEN",https://twitter.com/exp_datascience/status/1543942905290788865/photo/1,,,,,"1,385",,,,,,,,,
7/4/2022 3:15 PM,1543946497129160705,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1543946497129160705,"Our students are starting their final chapter of learning this week, unsupervised learning. These algorithms find patterns or groups in data without the supervision of humans. Think Netflix

#EXPLOREDataScience #DataScience #MachineLearning #TechSkills #Elearning #4IR #Netflix https://t.co/mv4Suj4nlV",https://twitter.com/exp_datascience/status/1543946497129160705/photo/1,649,41,6.32%,649,"4,275",13,13,1,2,,25,25,0,
7/5/2022 10:30 AM,1544237153898872832,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1544237153898872832,"The foundation of being a good data scientist is being an excellent problem solver. 
Keep an eye out for our weekly problem and see how fast you can solve it. 
Remember to comment with your answer. 💬 

#EXPLOREDataScience #DataScience #SolveTheProblem #ProblemSolving https://t.co/W1uKrTGG4K",https://twitter.com/exp_datascience/status/1544237153898872832/photo/1,463,44,9.50%,463,"2,166",3,3,3,1,,37,37,0,
7/6/2022 1:02 PM,1544637790067081216,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1544637790067081216,"Meet the EXPLORERs 👨‍🚀 
Kieran is not only the voice of our video content but also the Marketing Manager for the Academy.  Do you have any questions for him? 

Let us know in the comments 💬  
#EXPLOREDataScience #MarketingManager #TheVoice #EXPLORER https://t.co/H9ZjAUSzwy",https://twitter.com/exp_datascience/status/1544637790067081216/photo/1,377,28,7.43%,377,"2,650",6,6,0,2,,20,20,0,
7/7/2022 7:41 PM,1545100588219760642,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1545100588219760642,"Where is unsupervised learning used? Almost every part of our lives contains some form of unsupervised learning, even social media. 

#EXPLOREDataScience #DataScience #MachineLearning #UnsupervisedLearning #TechSkills #Elearning #4IR https://t.co/PHFo6ErteJ",https://twitter.com/exp_datascience/status/1545100588219760642/photo/1,172,8,4.65%,172,"1,393",2,2,0,0,,6,6,0,
7/7/2022 7:41 PM,1545100588580478978,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1545100588580478978,"Meet the EXPLORERs 👩‍🚀
Kieran is not only the voice of all our video content but also the marketing manager for the academy.

Do you have any questions for him?
Let us know in the comments 💬

#EXPLOREDataScience #MarketingManager #EXPLOREVoice #EXPLORER https://t.co/YysBqK17Rr",https://twitter.com/exp_datascience/status/1545100588580478978/photo/1,108,7,6.48%,108,"1,804",1,1,0,1,,5,5,0,
7/8/2022 4:28 PM,1545414403318861828,Twitter,Quote Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1545414403318861828,"🥳Congratulations. @Ifunanya082, @Abdul_Afeez99 @solidStreams and @a_druza ",https://twitter.com/exp_datascience/status/1545414403318861828/photo/1,224,16,7.14%,224,"1,391",0,0,1,0,,15,15,0,
7/8/2022 8:28 PM,1545474804496703488,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1545474804496703488,"Clustering, Association and Dimensionality Reduction are three of the Unsupervised Learning Methods. Have a look at this visual to see how each one of these techniques works. 

#EXPLOREDataScience #DataScience #MachineLearning #UnsupervisedLearning #TechSkills #UpSkill #4IR https://t.co/8ADgiWIpQ3",https://twitter.com/exp_datascience/status/1545474804496703488/photo/1,232,17,7.33%,232,"1,552",4,4,0,1,,12,12,0,
7/11/2022 2:57 PM,1546478669593542658,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1546478669593542658,"Welcome future Explorers, you are now a part of the revolution!

We are pleased to have you on board as we look forward to a new frontier. Thank you for choosing EXPLORE as your provider of life-changing skills. To infinity and beyond! 🚀
#JoinTheRevolution https://t.co/pjLd746MH3",https://twitter.com/exp_datascience/status/1546478669593542658/photo/1,331,33,9.97%,331,"1,791",7,7,1,1,,24,24,0,
7/12/2022 4:23 PM,1546862706220752900,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1546862706220752900,"What will the students learn in the Data Science course? Check out this overview. 

#ExploreDataScience #Coursework  #elearning  #TechSkills #DataScience https://t.co/zVal3tsxOz",https://twitter.com/exp_datascience/status/1546862706220752900/photo/1,226,29,12.83%,226,"1,396",5,5,0,0,,24,24,0,
7/13/2022 1:25 PM,1547180292565344256,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547180292565344256,"Meet the Explorers 👨‍🚀
Our head teachers are far from your typical #tech nerds. Yes, they’re #data experts, but it’s their personalities and attitudes that got them hired.

Do you have any questions for Okello, Zintle, Reo, James, Nolwazi, Raisa or Chris? https://t.co/kNgcycWCSj",https://twitter.com/exp_datascience/status/1547180292565344256/photo/1,942,88,9.34%,942,"3,067",12,12,6,3,,67,67,0,
7/13/2022 2:46 PM,1547200722009219072,Twitter,@Reply,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547200722009219072,Keep an eye out for the next puzzle @solidStreams https://t.co/qCcyy3kg02,https://twitter.com/exp_datascience/status/1547200722009219072/photo/1,138,4,2.90%,138,"1,399",0,0,1,0,,3,3,0,
